Subregion,Subregion_norm,NE_name,NE_name_norm,score,country,top_candidates
Erongo,erongo,Erongo,erongo,100,Namibia,"[{""candidate_NE_name"": ""Erongo"", ""candidate_NE_name_norm"": ""erongo"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Bengo"", ""candidate_NE_name_norm"": ""bengo"", ""score"": 73, ""country"": ""Angola""}, {""candidate_NE_name"": ""Kourwéogo"", ""candidate_NE_name_norm"": ""kourweogo"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Zoundwéogo"", ""candidate_NE_name_norm"": ""zoundweogo"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bas-Congo"", ""candidate_NE_name_norm"": ""bas-congo"", ""score"": 72, ""country"": ""Democratic Republic of the Congo""}]"
Hardap,hardap,Hardap,hardap,100,Namibia,"[{""candidate_NE_name"": ""Hardap"", ""candidate_NE_name_norm"": ""hardap"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Gharb - Chrarda - Béni Hssen"", ""candidate_NE_name_norm"": ""gharb - chrarda - beni hssen"", ""score"": 75, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Harari People"", ""candidate_NE_name_norm"": ""harari people"", ""score"": 72, ""country"": ""Ethiopia""}, {""candidate_NE_name"": ""Western Sahara"", ""candidate_NE_name_norm"": ""western sahara"", ""score"": 72, ""country"": ""Western Sahara""}, {""candidate_NE_name"": ""Ghardaïa"", ""candidate_NE_name_norm"": ""ghardaia"", ""score"": 71, ""country"": ""Algeria""}]"
Karas,karas,Karas,karas,100,Namibia,"[{""candidate_NE_name"": ""Karas"", ""candidate_NE_name_norm"": ""karas"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Kara"", ""candidate_NE_name_norm"": ""kara"", ""score"": 89, ""country"": ""Togo""}, {""candidate_NE_name"": ""Kwara"", ""candidate_NE_name_norm"": ""kwara"", ""score"": 80, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Kagera"", ""candidate_NE_name_norm"": ""kagera"", ""score"": 73, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Souk Ahras"", ""candidate_NE_name_norm"": ""souk ahras"", ""score"": 72, ""country"": ""Algeria""}]"
Kavango,kavango,Kavango,kavango,100,Namibia,"[{""candidate_NE_name"": ""Kavango"", ""candidate_NE_name_norm"": ""kavango"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Kano"", ""candidate_NE_name_norm"": ""kano"", ""score"": 73, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Gao"", ""candidate_NE_name_norm"": ""gao"", ""score"": 72, ""country"": ""Mali""}, {""candidate_NE_name"": ""Katanga"", ""candidate_NE_name_norm"": ""katanga"", ""score"": 71, ""country"": ""Democratic Republic of the Congo""}, {""candidate_NE_name"": ""Kaabong"", ""candidate_NE_name_norm"": ""kaabong"", ""score"": 71, ""country"": ""Uganda""}]"
Khomas,khomas,Khomas,khomas,100,Namibia,"[{""candidate_NE_name"": ""Khomas"", ""candidate_NE_name_norm"": ""khomas"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Bukomansimbi"", ""candidate_NE_name_norm"": ""bukomansimbi"", ""score"": 75, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Hoima"", ""candidate_NE_name_norm"": ""hoima"", ""score"": 73, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Likoma"", ""candidate_NE_name_norm"": ""likoma"", ""score"": 67, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Kigoma"", ""candidate_NE_name_norm"": ""kigoma"", ""score"": 67, ""country"": ""United Republic of Tanzania""}]"
Kunene,kunene,Kunene,kunene,100,Namibia,"[{""candidate_NE_name"": ""Kunene"", ""candidate_NE_name_norm"": ""kunene"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Cunene"", ""candidate_NE_name_norm"": ""cunene"", ""score"": 83, ""country"": ""Angola""}, {""candidate_NE_name"": ""Kénédougou"", ""candidate_NE_name_norm"": ""kenedougou"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Neno"", ""candidate_NE_name_norm"": ""neno"", ""score"": 68, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Kweneng"", ""candidate_NE_name_norm"": ""kweneng"", ""score"": 62, ""country"": ""Botswana""}]"
Ohangwena,ohangwena,Ohangwena,ohangwena,100,Namibia,"[{""candidate_NE_name"": ""Ohangwena"", ""candidate_NE_name_norm"": ""ohangwena"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Oshana"", ""candidate_NE_name_norm"": ""oshana"", ""score"": 72, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Ouham"", ""candidate_NE_name_norm"": ""ouham"", ""score"": 68, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Oran"", ""candidate_NE_name_norm"": ""oran"", ""score"": 68, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Gnagna"", ""candidate_NE_name_norm"": ""gnagna"", ""score"": 60, ""country"": ""Burkina Faso""}]"
Omaheke,omaheke,Omaheke,omaheke,100,Namibia,"[{""candidate_NE_name"": ""Omaheke"", ""candidate_NE_name_norm"": ""omaheke"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Maekel"", ""candidate_NE_name_norm"": ""maekel"", ""score"": 77, ""country"": ""Eritrea""}, {""candidate_NE_name"": ""Soum"", ""candidate_NE_name_norm"": ""soum"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Kémo"", ""candidate_NE_name_norm"": ""kemo"", ""score"": 60, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Boke"", ""candidate_NE_name_norm"": ""boke"", ""score"": 60, ""country"": ""Guinea""}]"
Omusati,omusati,Omusati,omusati,100,Namibia,"[{""candidate_NE_name"": ""Omusati"", ""candidate_NE_name_norm"": ""omusati"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Ouest"", ""candidate_NE_name_norm"": ""ouest"", ""score"": 67, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Somali"", ""candidate_NE_name_norm"": ""somali"", ""score"": 62, ""country"": ""Ethiopia""}, {""candidate_NE_name"": ""Amudat"", ""candidate_NE_name_norm"": ""amudat"", ""score"": 62, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 60, ""country"": ""Benin""}]"
Oshana,oshana,Oshana,oshana,100,Namibia,"[{""candidate_NE_name"": ""Oshana"", ""candidate_NE_name_norm"": ""oshana"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Ohangwena"", ""candidate_NE_name_norm"": ""ohangwena"", ""score"": 72, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Sangha"", ""candidate_NE_name_norm"": ""sangha"", ""score"": 67, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""Shinyanga"", ""candidate_NE_name_norm"": ""shinyanga"", ""score"": 67, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Sanmatenga"", ""candidate_NE_name_norm"": ""sanmatenga"", ""score"": 65, ""country"": ""Burkina Faso""}]"
Oshikoto,oshikoto,Oshikoto,oshikoto,100,Namibia,"[{""candidate_NE_name"": ""Oshikoto"", ""candidate_NE_name_norm"": ""oshikoto"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Sokoto"", ""candidate_NE_name_norm"": ""sokoto"", ""score"": 71, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Kossi"", ""candidate_NE_name_norm"": ""kossi"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Komoé"", ""candidate_NE_name_norm"": ""komoe"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Oio"", ""candidate_NE_name_norm"": ""oio"", ""score"": 60, ""country"": ""Guinea Bissau""}]"
Otjozondjupa,otjozondjupa,Otjozondjupa,otjozondjupa,100,Namibia,"[{""candidate_NE_name"": ""Otjozondjupa"", ""candidate_NE_name_norm"": ""otjozondjupa"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Ondo"", ""candidate_NE_name_norm"": ""ondo"", ""score"": 68, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Andjouân"", ""candidate_NE_name_norm"": ""andjouan"", ""score"": 64, ""country"": ""Comoros""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 60, ""country"": ""Benin""}, {""candidate_NE_name"": ""Paul"", ""candidate_NE_name_norm"": ""paul"", ""score"": 60, ""country"": ""Cape Verde""}]"
Agadez,agadez,Agadez,agadez,100,Niger,"[{""candidate_NE_name"": ""Agadez"", ""candidate_NE_name_norm"": ""agadez"", ""score"": 100, ""country"": ""Niger""}, {""candidate_NE_name"": ""Kgalagadi"", ""candidate_NE_name_norm"": ""kgalagadi"", ""score"": 65, ""country"": ""Botswana""}, {""candidate_NE_name"": ""Agaléga"", ""candidate_NE_name_norm"": ""agalega"", ""score"": 62, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Cascade"", ""candidate_NE_name_norm"": ""cascade"", ""score"": 62, ""country"": ""Seychelles""}, {""candidate_NE_name"": ""Ribeira Grande de Santiago"", ""candidate_NE_name_norm"": ""ribeira grande de santiago"", ""score"": 60, ""country"": ""Cape Verde""}]"
Diffa,diffa,Diffa,diffa,100,Niger,"[{""candidate_NE_name"": ""Diffa"", ""candidate_NE_name_norm"": ""diffa"", ""score"": 100, ""country"": ""Niger""}, {""candidate_NE_name"": ""Ghardaïa"", ""candidate_NE_name_norm"": ""ghardaia"", ""score"": 60, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Boffa"", ""candidate_NE_name_norm"": ""boffa"", ""score"": 60, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Diana"", ""candidate_NE_name_norm"": ""diana"", ""score"": 60, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Wadi Fira"", ""candidate_NE_name_norm"": ""wadi fira"", ""score"": 57, ""country"": ""Chad""}]"
Dosso,dosso,Dosso,dosso,100,Niger,"[{""candidate_NE_name"": ""Dosso"", ""candidate_NE_name_norm"": ""dosso"", ""score"": 100, ""country"": ""Niger""}, {""candidate_NE_name"": ""São Lourenço dos Órgãos"", ""candidate_NE_name_norm"": ""sao lourenco dos orgaos"", ""score"": 72, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Edo"", ""candidate_NE_name_norm"": ""edo"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Kossi"", ""candidate_NE_name_norm"": ""kossi"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Souss - Massa - Draâ"", ""candidate_NE_name_norm"": ""souss - massa - draa"", ""score"": 57, ""country"": ""Morocco""}]"
Maradi,maradi,Maradi,maradi,100,Niger,"[{""candidate_NE_name"": ""Maradi"", ""candidate_NE_name_norm"": ""maradi"", ""score"": 100, ""country"": ""Niger""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 90, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Guelmim - Es-Semara"", ""candidate_NE_name_norm"": ""guelmim - es-semara"", ""score"": 72, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Maryland"", ""candidate_NE_name_norm"": ""maryland"", ""score"": 71, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 68, ""country"": ""Djibouti""}]"
Niamey,niamey,Niamey,niamey,100,Niger,"[{""candidate_NE_name"": ""Niamey"", ""candidate_NE_name_norm"": ""niamey"", ""score"": 100, ""country"": ""Niger""}, {""candidate_NE_name"": ""Namentenga"", ""candidate_NE_name_norm"": ""namentenga"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Namibe"", ""candidate_NE_name_norm"": ""namibe"", ""score"": 67, ""country"": ""Angola""}, {""candidate_NE_name"": ""Namayingo"", ""candidate_NE_name_norm"": ""namayingo"", ""score"": 65, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 60, ""country"": ""Burkina Faso""}]"
Tahoua,tahoua,Tahoua,tahoua,100,Niger,"[{""candidate_NE_name"": ""Tahoua"", ""candidate_NE_name_norm"": ""tahoua"", ""score"": 100, ""country"": ""Niger""}, {""candidate_NE_name"": ""Taza - Al Hoceima - Taounate"", ""candidate_NE_name_norm"": ""taza - al hoceima - taounate"", ""score"": 75, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Tapoa"", ""candidate_NE_name_norm"": ""tapoa"", ""score"": 73, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Laghouat"", ""candidate_NE_name_norm"": ""laghouat"", ""score"": 71, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Zaghouan"", ""candidate_NE_name_norm"": ""zaghouan"", ""score"": 71, ""country"": ""Tunisia""}]"
Tillaberi,tillaberi,Tillabéri,tillaberi,100,Niger,"[{""candidate_NE_name"": ""Tillabéri"", ""candidate_NE_name_norm"": ""tillaberi"", ""score"": 100, ""country"": ""Niger""}, {""candidate_NE_name"": ""Labé"", ""candidate_NE_name_norm"": ""labe"", ""score"": 90, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Mila"", ""candidate_NE_name_norm"": ""mila"", ""score"": 68, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Lola"", ""candidate_NE_name_norm"": ""lola"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Bari"", ""candidate_NE_name_norm"": ""bari"", ""score"": 68, ""country"": ""Somalia""}]"
Zinder,zinder,Zinder,zinder,100,Niger,"[{""candidate_NE_name"": ""Zinder"", ""candidate_NE_name_norm"": ""zinder"", ""score"": 100, ""country"": ""Niger""}, {""candidate_NE_name"": ""Ziro"", ""candidate_NE_name_norm"": ""ziro"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Ouham-Pendé"", ""candidate_NE_name_norm"": ""ouham-pende"", ""score"": 60, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Ribeira Grande"", ""candidate_NE_name_norm"": ""ribeira grande"", ""score"": 60, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Aïn Defla"", ""candidate_NE_name_norm"": ""ain defla"", ""score"": 60, ""country"": ""Algeria""}]"
Abia,abia,Abia,abia,100,Nigeria,"[{""candidate_NE_name"": ""Abia"", ""candidate_NE_name_norm"": ""abia"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Léraba"", ""candidate_NE_name_norm"": ""leraba"", ""score"": 77, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Annaba"", ""candidate_NE_name_norm"": ""annaba"", ""score"": 77, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Ghardaïa"", ""candidate_NE_name_norm"": ""ghardaia"", ""score"": 77, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Béjaïa"", ""candidate_NE_name_norm"": ""bejaia"", ""score"": 77, ""country"": ""Algeria""}]"
Adamawa,adamawa,Adamawa,adamawa,100,Nigeria,"[{""candidate_NE_name"": ""Adamawa"", ""candidate_NE_name_norm"": ""adamawa"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Adamaoua"", ""candidate_NE_name_norm"": ""adamaoua"", ""score"": 80, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Sud-Bandama"", ""candidate_NE_name_norm"": ""sud-bandama"", ""score"": 69, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Vallée du Bandama"", ""candidate_NE_name_norm"": ""vallee du bandama"", ""score"": 69, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 68, ""country"": ""United Republic of Tanzania""}]"
Akwa lbom,akwa lbom,Akwa Ibom,akwa ibom,89,Nigeria,"[{""candidate_NE_name"": ""Akwa Ibom"", ""candidate_NE_name_norm"": ""akwa ibom"", ""score"": 89, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Bomi"", ""candidate_NE_name_norm"": ""bomi"", ""score"": 77, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Banwa"", ""candidate_NE_name_norm"": ""banwa"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Soum"", ""candidate_NE_name_norm"": ""soum"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 60, ""country"": ""Burkina Faso""}]"
Anambra,anambra,Anambra,anambra,100,Nigeria,"[{""candidate_NE_name"": ""Anambra"", ""candidate_NE_name_norm"": ""anambra"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Annaba"", ""candidate_NE_name_norm"": ""annaba"", ""score"": 77, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Makamba"", ""candidate_NE_name_norm"": ""makamba"", ""score"": 71, ""country"": ""Burundi""}, {""candidate_NE_name"": ""Manyara"", ""candidate_NE_name_norm"": ""manyara"", ""score"": 71, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Sud-Bandama"", ""candidate_NE_name_norm"": ""sud-bandama"", ""score"": 69, ""country"": ""Ivory Coast""}]"
Bauchi,bauchi,Bauchi,bauchi,100,Nigeria,"[{""candidate_NE_name"": ""Bauchi"", ""candidate_NE_name_norm"": ""bauchi"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bay"", ""candidate_NE_name_norm"": ""bay"", ""score"": 72, ""country"": ""Somalia""}, {""candidate_NE_name"": ""Bangui"", ""candidate_NE_name_norm"": ""bangui"", ""score"": 67, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Semenawi Keyih Bahri"", ""candidate_NE_name_norm"": ""semenawi keyih bahri"", ""score"": 65, ""country"": ""Eritrea""}]"
Bayelsa,bayelsa,Bayelsa,bayelsa,100,Nigeria,"[{""candidate_NE_name"": ""Bayelsa"", ""candidate_NE_name_norm"": ""bayelsa"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Bay"", ""candidate_NE_name_norm"": ""bay"", ""score"": 90, ""country"": ""Somalia""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Sal"", ""candidate_NE_name_norm"": ""sal"", ""score"": 72, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Balé"", ""candidate_NE_name_norm"": ""bale"", ""score"": 68, ""country"": ""Burkina Faso""}]"
Benue,benue,Benue,benue,100,Nigeria,"[{""candidate_NE_name"": ""Benue"", ""candidate_NE_name_norm"": ""benue"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Benguela"", ""candidate_NE_name_norm"": ""benguela"", ""score"": 77, ""country"": ""Angola""}, {""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 72, ""country"": ""Angola""}, {""candidate_NE_name"": ""Denguélé"", ""candidate_NE_name_norm"": ""denguele"", ""score"": 72, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Benshangul-Gumaz"", ""candidate_NE_name_norm"": ""benshangul-gumaz"", ""score"": 68, ""country"": ""Ethiopia""}]"
Borno,borno,Borno,borno,100,Nigeria,"[{""candidate_NE_name"": ""Borno"", ""candidate_NE_name_norm"": ""borno"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Quatre Bornes"", ""candidate_NE_name_norm"": ""quatre bornes"", ""score"": 76, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Borgou"", ""candidate_NE_name_norm"": ""borgou"", ""score"": 73, ""country"": ""Benin""}, {""candidate_NE_name"": ""Borkou"", ""candidate_NE_name_norm"": ""borkou"", ""score"": 73, ""country"": ""Chad""}, {""candidate_NE_name"": ""Gaborone"", ""candidate_NE_name_norm"": ""gaborone"", ""score"": 72, ""country"": ""Botswana""}]"
Cross River,cross river,Cross River,cross river,100,Nigeria,"[{""candidate_NE_name"": ""Cross River"", ""candidate_NE_name_norm"": ""cross river"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Rivers"", ""candidate_NE_name_norm"": ""rivers"", ""score"": 82, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""River Cess"", ""candidate_NE_name_norm"": ""river cess"", ""score"": 81, ""country"": ""Liberia""}, {""candidate_NE_name"": ""River Gee"", ""candidate_NE_name_norm"": ""river gee"", ""score"": 68, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Central River"", ""candidate_NE_name_norm"": ""central river"", ""score"": 67, ""country"": ""Gambia""}]"
Delta,delta,Delta,delta,100,Nigeria,"[{""candidate_NE_name"": ""Delta"", ""candidate_NE_name_norm"": ""delta"", ""score"": 100, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Djelfa"", ""candidate_NE_name_norm"": ""djelfa"", ""score"": 73, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Kasaï-Occidental"", ""candidate_NE_name_norm"": ""kasai-occidental"", ""score"": 72, ""country"": ""Democratic Republic of the Congo""}, {""candidate_NE_name"": ""Aïn Defla"", ""candidate_NE_name_norm"": ""ain defla"", ""score"": 72, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Cabo Delgado"", ""candidate_NE_name_norm"": ""cabo delgado"", ""score"": 72, ""country"": ""Mozambique""}]"
